,schengen_state,origin_country,origin_consulate,visas_applied,visas_issued,visas_not_issued,visa_refusal_rate,year
93,Spain,MOROCCO,CASABLANCA,38016.0,31337.0,4632.0,0.1287775584531124,2014
94,France,NIGERIA,LAGOS,37282.0,20671.0,16579.0,0.4450738255033557,2014
95,France,UKRAINE,KIEV,35865.0,35520.0,327.0,0.009122102267972216,2014
96,Germany,RUSSIAN FEDERATION,YEKATERINBURG,35008.0,34181.0,808.0,0.023092972076938466,2014
97,Italy,UNITED ARAB EMIRATES,DUBAI,34699.0,31640.0,2080.0,0.06168446026097272,2014
98,Lithuania,BELARUS,GRODNO,34616.0,34984.0,54.0,0.0015411838575261146,2014
99,Netherlands,INDONESIA,JAKARTA,33544.0,33138.0,366.0,0.01092406876790831,2014
100,Spain,PERU,LIMA,33136.0,29823.0,2145.0,0.06709834834834835,2014
101,Spain,CHINA,SHANGHAI,33117.0,31960.0,746.0,0.022809270470250106,2014
102,Greece,TURKEY,IZMIR,32954.0,32864.0,90.0,0.002731079686836196,2014
103,Germany,TURKEY,IZMIR,32914.0,31728.0,1177.0,0.03576963987235982,2014
104,Spain,RUSSIAN FEDERATION,ST. PETERSBURG,32498.0,32150.0,147.0,0.004551506331857448,2014
105,Germany,RUSSIAN FEDERATION,ST. PETERSBURG,32277.0,31929.0,331.0,0.010260384376937383,2014
106,Portugal,RUSSIAN FEDERATION,MOSCOW,32210.0,31908.0,298.0,0.009252934235856672,2014
107,Italy,TURKEY,IZMIR,31997.0,31527.0,463.0,0.014473272897780557,2014
108,Italy,INDIA,NEW DELHI,31806.0,27230.0,4526.0,0.1425242473863207,2014
109,Greece,CHINA,SHANGHAI,31445.0,30989.0,492.0,0.01562847431784251,2014
110,France,INDIA,NEW DELHI,31386.0,28267.0,3113.0,0.09920331421287444,2014
111,France,INDONESIA,JAKARTA,31336.0,31272.0,59.0,0.0018831189556669113,2014
112,Netherlands,TURKEY,ISTANBUL,30963.0,29335.0,1114.0,0.03658576636342737,2014
113,Spain,MOROCCO,RABAT,29882.0,24091.0,4578.0,0.15968467682863022,2014
114,Switzerland,CHINA,SHANGHAI,29772.0,29407.0,365.0,0.012259841461776165,2014
115,Germany,INDIA,NEW DELHI,29488.0,26074.0,3328.0,0.11318957894020815,2014
116,Latvia,BELARUS,VITSYEBSK,29287.0,29153.0,112.0,0.003827097215103366,2014
117,Czech Republic,RUSSIAN FEDERATION,YEKATERINBURG,28966.0,28832.0,133.0,0.004591748662178491,2014
118,Germany,KOSOVO,PRISTINA,28924.0,171.0,5393.0,0.9692667145938174,2014
119,Lithuania,RUSSIAN FEDERATION,ST. PETERSBURG,28555.0,28061.0,201.0,0.007112023211379237,2014
120,Czech Republic,UKRAINE,KIEV,28353.0,27516.0,828.0,0.029212531752751906,2014
121,Italy,"IRAN, ISLAMIC REPUBLIC OF",TEHERAN,28040.0,23322.0,4589.0,0.16441546343735444,2014
122,Slovakia,UKRAINE,UZHHOROD,27848.0,27405.0,502.0,0.017988318343068046,2014
123,Italy,UNITED KINGDOM,LONDON,27470.0,27109.0,167.0,0.006122598621498753,2014
124,Slovakia,BELARUS,MINSK,27393.0,27302.0,56.0,0.0020469332553549238,2014
125,Germany,EGYPT,CAIRO,27323.0,25031.0,1908.0,0.07082668250491853,2014
126,France,COTE D'IVOIRE,ABIDJAN ,26678.0,20239.0,6418.0,0.24076227632516786,2014
127,Norway,CHINA,BEIJING,26591.999999999996,26242.0,350.0,0.013161853188929002,2014
128,Germany,QATAR,DOHA,26531.0,23742.0,1044.0,0.04212055192447349,2014
129,France,QATAR,DOHA,26358.0,26094.0,250.0,0.009489826905557242,2014
130,Germany,UNITED ARAB EMIRATES,ABU DHABI,26131.0,25031.0,1036.0,0.03974373729236199,2014
131,France,SENEGAL,DAKAR,25973.0,17646.0,8306.0,0.32005240443896427,2014
132,Switzerland,INDIA,NEW DELHI,25650.0,23753.0,1801.0,0.07047820302105345,2014
133,Italy,THAILAND,BANGKOK,25487.0,25400.0,77.0,0.003022333869764886,2014
134,France,"IRAN, ISLAMIC REPUBLIC OF",TEHERAN,25358.0,21995.0,3351.0,0.1322102106841316,2014
135,Greece,CHINA,BEIJING,25170.0,24855.0,310.0,0.012318696602424002,2014
136,Czech Republic,UKRAINE,LVOV,25147.0,24848.0,274.0,0.01090677493830109,2014
137,Germany,UNITED KINGDOM,LONDON,24948.0,24053.0,704.0,0.028436401825746253,2014
138,Hungary,UKRAINE,BEREHOVE,24832.0,24687.0,131.0,0.00527842694818277,2014
139,Switzerland,THAILAND,BANGKOK,24575.0,23857.0,715.0,0.029098160507895165,2014
140,Netherlands,PHILIPPINES,MANILA,24439.0,24222.0,215.0,0.008798133977165773,2014
141,Italy,ALGERIA,ALGIERS,24313.0,15606.0,8277.0,0.34656450194699157,2014
142,Poland,UKRAINE,ODESSA,24156.0,23478.0,595.0,0.02471648735097412,2014
143,France,INDIA,MUMBAI,23771.0,22373.0,1391.0,0.058533916849015315,2014
144,Italy,LEBANON,BEIRUT,23741.0,21508.0,1785.0,0.07663246468896234,2014
145,France,BELARUS,MINSK,23665.0,23559.0,66.0,0.0027936507936507935,2014
146,France,UNITED ARAB EMIRATES,DUBAI,23624.0,22535.0,1077.0,0.04561240047433508,2014
147,France,CHINA,WUHAN,23174.0,22394.0,775.0,0.03344986835858259,2014
148,Netherlands,CHINA,BEIJING,22966.0,22440.0,463.0,0.020215692267388553,2014
149,Estonia,RUSSIAN FEDERATION,PSKOV,22711.0,22569.0,98.0,0.004323465831384833,2014
150,Sweden,CHINA,BEIJING,22705.0,20977.0,865.0,0.03960260049446022,2014
151,Switzerland,KOSOVO,PRISTINA,22623.0,178.0,5851.0,0.9704760325095373,2014
152,Austria,UKRAINE,KIEV,22510.0,22334.0,173.0,0.007686497534100502,2014
153,Germany,INDIA,BANGALORE,22488.0,20298.0,2184.0,0.09714438217240459,2014
154,Spain,CHINA,GUANGZHOU (CANTON),22433.0,21743.0,366.0,0.01655434438463974,2014
155,Italy,SOUTH AFRICA,JOHANNESBURG,22344.0,21998.0,295.0,0.013232853362041896,2014
156,Italy,SAUDI ARABIA,JEDDAH,22325.0,21479.0,595.0,0.026954788438887378,2014
157,Netherlands,UKRAINE,KIEV,22303.0,21127.0,955.0,0.04324789421248075,2014
158,Germany,KAZAKHSTAN,ASTANA,22154.0,21634.0,514.0,0.02320751309373307,2014
159,Spain,INDIA,MUMBAI,22056.0,20052.0,1404.0,0.06543624161073826,2014
160,Hungary,BELARUS,MINSK,21982.0,21951.0,31.0,0.0014102447457010282,2014
161,Switzerland,TURKEY,ISTANBUL,21910.0,14187.0,4810.0,0.2531978733484234,2014
162,Slovakia,UKRAINE,KIEV,21618.0,21435.0,237.0,0.010935769656699889,2014
163,Norway,RUSSIAN FEDERATION,MOSCOW,21183.0,20648.0,533.0,0.025164062131155282,2014
164,Spain,UNITED KINGDOM,LONDON,21125.0,20025.0,525.0,0.025547445255474453,2014
165,Spain,KUWAIT,KUWAIT,21113.0,20120.0,288.0,0.014112112896903175,2014
166,France,SOUTH AFRICA,CAPE TOWN,20981.0,20607.0,365.0,0.017404157924852184,2014
167,Spain,LEBANON,BEIRUT,20931.0,15315.0,2795.0,0.15433462175593596,2014
168,Italy,INDONESIA,JAKARTA,20884.0,20646.0,238.0,0.011396284236736257,2014
169,Germany,KAZAKHSTAN,ALMATY,20628.0,20191.0,436.0,0.021137344257526544,2014
170,Belgium,INDIA,MUMBAI,20380.0,19172.0,1201.0,0.05895057183527217,2014
171,Spain,DOMINICAN REPUBLIC,SANTO DOMINGO,20145.0,13773.0,4719.0,0.25519143413367945,2014
172,Norway,RUSSIAN FEDERATION,MURMANSK,20051.0,19322.0,729.0,0.03635728891327116,2014
173,Germany,SOUTH AFRICA,PRETORIA,19328.0,19180.0,143.0,0.007400507167624075,2014
174,France,UNITED ARAB EMIRATES,ABU DHABI,19238.0,18521.0,714.0,0.03711983363659995,2014
175,Netherlands,INDIA,NEW DELHI,18932.0,17858.0,970.0,0.0515190142341194,2014
176,Greece,INDIA,NEW DELHI,18816.0,17028.0,1787.0,0.09497741163964922,2014
177,Spain,SAUDI ARABIA,RIYADH,18605.0,16117.0,103.0,0.006350184956843403,2014
178,Belgium,RUSSIAN FEDERATION,MOSCOW,18456.0,17755.0,760.0,0.04104779908182555,2014
179,Belgium,"CONGO, THE DEMOCRATIC REPUBLIC OF THE",KINSHASA,18124.0,10576.0,7201.0,0.4050739719862744,2014
180,Greece,UKRAINE,ODESSA,18098.0,17973.0,125.0,0.006906840534865731,2014
181,Greece,TURKEY,EDIRNE,18062.0,17978.0,84.0,0.004650647768796368,2014
182,Czech Republic,BELARUS,MINSK,18045.0,17941.0,100.0,0.005542929992794191,2014
183,Netherlands,TURKEY,ANKARA,18028.0,16562.0,1202.0,0.06766494032875478,2014
184,Netherlands,GEORGIA,TBILISSI,17888.0,13924.0,3708.0,0.2102994555353902,2014
185,Malta,LIBYAN ARAB JAMAHIRIYA,TRIPOLI,17838.0,10848.0,2977.0,0.21533453887884269,2014
186,France,MOROCCO,MARRAKECH,17504.0,16068.0,1425.0,0.0814611558909278,2014
187,France,PHILIPPINES,MANILA,17260.0,16466.0,792.0,0.04589176034302932,2014
188,France,INDIA,BANGALORE,17252.0,17002.0,237.0,0.013747897209814954,2014
189,Netherlands,CHINA,SHANGHAI,17218.0,16769.0,364.0,0.02124554952430981,2014
190,Spain,MOROCCO,NADOR,17210.0,8615.0,6786.0,0.4406207389130576,2014
191,Malta,RUSSIAN FEDERATION,MOSCOW,17198.0,16172.0,294.0,0.017854973885582413,2014
192,Lithuania,RUSSIAN FEDERATION,SOVETSK,17085.0,17035.0,39.0,0.002284174768654094,2014
193,Italy,PHILIPPINES,MANILA,17039.0,15965.0,1056.0,0.0620410081663827,2014
194,Spain,UNITED ARAB EMIRATES,ABU DHABI,16844.0,14225.0,1712.0,0.10742297797577963,2014
195,Germany,GEORGIA,TBILISSI,16739.0,15795.0,943.0,0.056338869637949575,2014
196,Germany,INDONESIA,JAKARTA,16623.0,16194.0,427.0,0.025690391673184525,2014
197,Austria,CHINA,BEIJING,16614.0,16373.0,240.0,0.014446517787275025,2014
198,France,COLOMBIA,BOGOTA,16405.0,15447.0,953.0,0.05810975609756098,2014
199,Switzerland,UNITED ARAB EMIRATES,ABU DHABI,16357.0,15923.0,276.0,0.017038088770911786,2014
200,Germany,AZERBAIJAN,BAKU,16328.0,15601.0,727.0,0.04452474277315042,2014
201,Italy,KAZAKHSTAN,ASTANA,16286.0,16001.0,285.0,0.01749969298784232,2014
202,France,TURKEY,ANKARA,16260.0,14897.0,1352.0,0.08320512031509632,2014
203,France,MOROCCO,TANGER,16006.0,13297.0,2700.0,0.16878164655872976,2014
204,Sweden,"IRAN, ISLAMIC REPUBLIC OF",TEHERAN,15941.0,10298.0,5016.0,0.32754342431761785,2014
205,Czech Republic,RUSSIAN FEDERATION,ST. PETERSBURG,15828.0,15787.0,36.0,0.002275169057700815,2014
206,Spain,ECUADOR,QUITO,15748.0,13605.0,1536.0,0.10144640380424014,2014
207,Norway,PHILIPPINES,MANILA,15685.0,14165.0,1520.0,0.09690787376474339,2014
208,Italy,NIGERIA,LAGOS,15662.0,12529.0,2867.0,0.18621719927253833,2014
209,France,MOROCCO,AGADIR,15448.0,13732.0,1692.0,0.10969917012448133,2014
210,Netherlands,SURINAME,PARAMARIBO,15353.0,14383.0,951.0,0.06201904265031955,2014
211,Austria,INDIA,NEW DELHI,15062.0,14244.0,812.0,0.05393198724760893,2014
212,Estonia,UKRAINE,KIEV,14993.0,14441.0,357.0,0.024124881740775782,2014
213,Italy,MOROCCO,CASABLANCA,14939.0,12140.0,2785.0,0.18659966499162478,2014
214,Italy,GEORGIA,TBILISSI,14906.0,12886.0,2018.0,0.13539989264626945,2014
215,France,AZERBAIJAN,BAKU,14871.0,14261.0,577.0,0.03888664240463675,2014
216,Spain,PHILIPPINES,MANILA,14794.0,13637.0,889.0,0.06120060581027124,2014
217,Italy,EGYPT,CAIRO,14779.0,13087.0,1208.0,0.08450507170339279,2014
218,France,MADAGASCAR,ANTANANARIVO,14732.0,11698.0,3028.0,0.20562270813527095,2014
219,Spain,MOROCCO,TETOUAN,14704.0,12215.0,1810.0,0.12905525846702318,2014
220,France,RUSSIAN FEDERATION,ST. PETERSBURG,14679.0,14468.0,206.0,0.01403843532779065,2014
221,Germany,INDIA,CHENNAI,14539.0,12612.0,1924.0,0.13236103467253715,2014
222,Spain,KAZAKHSTAN,ASTANA,14518.0,14361.0,27.0,0.0018765638031693077,2014
223,Norway,CHINA,SHANGHAI,14337.0,14113.0,224.00000000000003,0.015623910162516567,2014
224,Sweden,CHINA,SHANGHAI,14180.0,13709.0,97.0,0.0070259307547443145,2014
225,Germany,MOROCCO,RABAT,14149.0,12349.0,1794.0,0.12684720356360038,2014
226,Germany,SAUDI ARABIA,JEDDAH,14147.0,13829.0,247.0,0.017547598749644785,2014
227,Switzerland,SAUDI ARABIA,RIYADH,14143.0,13669.0,91.0,0.006613372093023256,2014
228,Hungary,KAZAKHSTAN,ALMATY,14067.0,13662.0,405.0,0.028790786948176585,2014
229,Germany,PHILIPPINES,MANILA,13993.0,12962.0,1031.0,0.07367969699135282,2014
230,Germany,ARMENIA,YEREVAN,13974.0,12366.0,1601.0,0.11462733586310589,2014
231,Greece,LEBANON,BEIRUT,13859.0,12338.0,1479.0,0.10704204964898313,2014
232,France,GABON,LIBREVILLE,13844.0,13054.0,783.0,0.0565874105658741,2014
233,Finland,UKRAINE,KIEV,13772.0,13126.0,626.0,0.04552065154159395,2014
234,Germany,NIGERIA,LAGOS,13738.0,9321.0,4287.0,0.3150352733686067,2014
235,Latvia,RUSSIAN FEDERATION,PSKOV,13665.0,13650.0,12.0,0.000878348704435661,2014
236,Lithuania,KAZAKHSTAN,ALMATY,13419.0,13275.0,294.0,0.021667035153659076,2014
237,Netherlands,MOROCCO,RABAT,13391.0,11112.0,2121.0,0.16028111539333484,2014
238,Portugal,CAPE VERDE,CIDADE DA PRAIA,13360.0,10385.0,2974.0,0.22262145370162437,2014
239,France,MALI,BAMAKO,13343.0,9369.0,3946.0,0.2963574915508825,2014
240,Latvia,RUSSIAN FEDERATION,ST. PETERSBURG,12984.0,12939.0,41.0,0.0031587057010785823,2014
241,Netherlands,UNITED KINGDOM,LONDON,12975.0,12159.0,644.0,0.05030071077091307,2014
242,Slovakia,RUSSIAN FEDERATION,MOSCOW,12939.0,12898.0,50.0,0.0038616002471424157,2014
243,Denmark,RUSSIAN FEDERATION,MOSCOW,12934.0,12440.0,99.0,0.007895366456655235,2014
244,Germany,CHINA,CHENGDU,12888.0,12365.0,523.0,0.04058038485412787,2014
245,Italy,TUNISIA,TUNIS,12885.0,11648.0,1197.0,0.09318801089918256,2014
246,Spain,INDIA,NEW DELHI,12854.0,11472.0,1119.0,0.08887300452704312,2014
247,Sweden,INDIA,NEW DELHI,12770.0,11790.0,647.0,0.05202219184690842,2014
248,Spain,EGYPT,CAIRO,12590.0,10363.0,1865.0,0.15251880929015374,2014
249,France,VIET NAM,HANOI,12541.0,11534.0,1001.0,0.07985640207419226,2014
250,Germany,TUNISIA,TUNIS,12509.0,11346.0,1112.0,0.08925991330871728,2014
251,Netherlands,INDIA,MUMBAI,12348.0,11771.0,516.0,0.04199560511109302,2014
252,Spain,INDONESIA,JAKARTA,12286.0,12134.0,37.0,0.0030400131460027935,2014
253,France,GUINEA,CONAKRY,12260.0,7130.0,5113.0,0.41762639875847424,2014
254,Hungary,RUSSIAN FEDERATION,YEKATERINBURG,12068.0,12065.0,3.0,0.0002485913158766987,2014
255,Slovenia,RUSSIAN FEDERATION,MOSCOW,11998.0,11822.0,170.0,0.014176117411607738,2014
256,Italy,TURKEY,ANKARA,11974.0,11625.0,331.0,0.027684844429575108,2014
257,Austria,TURKEY,ISTANBUL,11930.0,11571.0,352.0,0.029522771114652353,2014
258,Latvia,UKRAINE,KIEV,11873.0,11039.0,19.0,0.001718213058419244,2014
259,Hungary,TURKEY,ISTANBUL,11351.0,11164.0,181.0,0.015954164830321728,2014
260,Lithuania,ARMENIA,YEREVAN,11232.0,10192.0,1045.0,0.09299635133932545,2014
261,France,KAZAKHSTAN,ALMATY,11223.0,10983.0,240.0,0.021384656508954825,2014
262,Spain,ECUADOR,GUAYAQUIL,11187.0,7929.0,2847.0,0.26419821826280626,2014
263,Sweden,THAILAND,BANGKOK,11185.0,8157.0,2498.0,0.2344439230408259,2014
264,Greece,UNITED ARAB EMIRATES,ABU DHABI,11152.0,7084.0,3791.0,0.3485977011494253,2014
265,Austria,SAUDI ARABIA,RIYADH,11117.0,11057.0,49.0,0.00441202953358545,2014
266,Germany,COLOMBIA,BOGOTA,10972.0,10543.0,429.0,0.03909952606635071,2014
267,France,VIET NAM,HO CHI MINH,10948.0,10090.0,851.0,0.07778082442189928,2014
268,Italy,COLOMBIA,BOGOTA,10943.0,10350.0,593.0,0.05418989308233574,2014
269,Belgium,MOROCCO,CASABLANCA,10894.0,5959.0,4299.0,0.4190875414310782,2014
270,Denmark,CHINA,BEIJING,10860.0,10649.0,48.0,0.00448723941291951,2014
271,Austria,KUWAIT,KUWAIT,10853.0,10730.0,123.0,0.011333271906385332,2014
272,Switzerland,UNITED KINGDOM,LONDON,10786.0,10510.0,173.0,0.016193953009454275,2014
273,Spain,THAILAND,BANGKOK,10783.0,10455.0,182.0,0.01711008743066654,2014
274,Austria,CHINA,SHANGHAI,10742.0,10710.0,32.0,0.002978961087320797,2014
275,France,CAMEROON,YAONDE,10664.0,7747.0,2895.0,0.2720353317045668,2014
276,Czech Republic,CHINA,BEIJING,10548.0,10440.0,106.0,0.010051204248056136,2014
277,Netherlands,SOUTH AFRICA,PRETORIA,10316.0,10149.0,152.0,0.014755848946704203,2014
278,Switzerland,UKRAINE,KIEV,10231.0,9763.0,467.0,0.045650048875855324,2014
279,Greece,GEORGIA,TBILISSI,10048.0,8672.0,1376.0,0.13694267515923567,2014
280,France,BURKINA FASO,OUAGADOUGOU,10032.0,8612.0,1392.0,0.13914434226309477,2014
281,Denmark,INDIA,NEW DELHI,9999.0,9695.0,129.0,0.013131107491856678,2014
282,Italy,KUWAIT,KUWAIT,9974.0,9681.0,268.0,0.026937380641270478,2014
283,Italy,SOUTH AFRICA,CAPE TOWN,9908.0,9804.0,70.0,0.007089325501316589,2014
284,Italy,AZERBAIJAN,BAKU,9890.0,9696.0,193.0,0.019516634644554557,2014
285,Spain,CUBA,HAVANA,9860.0,7648.0,1666.0,0.1788705175005368,2014
286,Germany,SOUTH AFRICA,CAPE TOWN,9858.0,9797.0,61.0,0.0061878677216473926,2014
