,eu_state,origin_country,origin_consulate,visas_applied,visas_issued,visas_not_issued,year,visa_refusal_rate
1296,Portugal,BULGARIA,SOFIA,422.0,326.0,96.0,2020,0.22748815165876776
1297,Portugal,CANADA,MONTREAL,43.0,39.0,4.0,2020,0.09302325581395349
1298,Portugal,CANADA,OTTAWA,13.0,11.0,2.0,2020,0.15384615384615385
1299,Portugal,CANADA,TORONTO,140.0,108.0,32.0,2020,0.22857142857142856
1300,Portugal,CANADA,VANCOUVER,34.0,35.0,0.0,2020,0.0
1301,Portugal,CAPE VERDE,CIDADE DA PRAIA,5020.0,3363.0,1657.0,2020,0.3300796812749004
1302,Portugal,CHINA,BEIJING,661.0,632.0,29.0,2020,0.04387291981845688
1303,Portugal,CHINA,GUANGZHOU (CANTON),381.0,270.0,111.0,2020,0.29133858267716534
1304,Portugal,CHINA,SHANGHAI,1466.0,1394.0,72.0,2020,0.04911323328785812
1305,Portugal,COLOMBIA,BOGOTA,14.0,10.0,4.0,2020,0.2857142857142857
1306,Portugal,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,1.0,0.0,1.0,2020,1.0
1307,Portugal,CROATIA,ZAGREB,5.0,5.0,0.0,2020,0.0
1308,Portugal,CUBA,HAVANA,257.0,158.0,99.0,2020,0.3852140077821012
1309,Portugal,CYPRUS,NICOSIA,23.0,18.0,5.0,2020,0.21739130434782608
1310,Portugal,EGYPT,CAIRO,493.0,304.0,189.0,2020,0.38336713995943206
1311,Portugal,GUINEA-BISSAU,BISSAU,2852.0,1263.0,1589.0,2020,0.5571528751753155
1312,Portugal,INDIA,GOA,461.0,396.0,65.0,2020,0.14099783080260303
1313,Portugal,INDIA,NEW DELHI,1753.0,1267.0,484.0,2020,0.2764134780125643
1314,Portugal,INDONESIA,JAKARTA,686.0,593.0,93.0,2020,0.13556851311953352
1315,Portugal,IRAN,TEHERAN,157.0,94.0,63.0,2020,0.4012738853503185
1316,Portugal,IRELAND,DUBLIN,194.0,165.0,29.0,2020,0.14948453608247422
1317,Portugal,ISRAEL,TEL AVIV,8.0,5.0,3.0,2020,0.375
1318,Portugal,JAPAN,TOKYO,17.0,16.0,1.0,2020,0.058823529411764705
1319,Portugal,MACAO S.A.R.,MACAO,43.0,44.0,1.0,2020,0.022222222222222223
1320,Portugal,MEXICO,MEXICO CITY,14.0,11.0,3.0,2020,0.21428571428571427
1321,Portugal,MOROCCO,RABAT,1067.0,523.0,544.0,2020,0.5098406747891284
1322,Portugal,MOZAMBIQUE,BEIRA,300.0,257.0,43.0,2020,0.14333333333333334
1323,Portugal,MOZAMBIQUE,MAPUTO,1905.0,1642.0,262.0,2020,0.13760504201680673
1324,Portugal,NIGERIA,ABUJA,741.0,199.0,542.0,2020,0.7314439946018894
1325,Portugal,PAKISTAN,ISLAMABAD,53.0,41.0,12.0,2020,0.22641509433962265
1326,Portugal,PALESTINIAN AUTHORITY,RAMALLAH,34.0,12.0,22.0,2020,0.6470588235294118
1327,Portugal,PANAMA,PANAMA CITY,7.0,1.0,6.0,2020,0.8571428571428571
1328,Portugal,PERU,LIMA,12.0,12.0,0.0,2020,0.0
1329,Portugal,QATAR,DOHA,341.0,265.0,76.0,2020,0.22287390029325513
1330,Portugal,ROMANIA,BUCHAREST,16.0,11.0,5.0,2020,0.3125
1331,Portugal,RUSSIAN FEDERATION,MOSCOW,5151.0,4925.0,226.0,2020,0.0438749757328674
1332,Portugal,SAO TOME AND PRINCIPE,SAO TOME ,1002.0,719.0,284.0,2020,0.2831505483549352
1333,Portugal,SAUDI ARABIA,RIYADH,1817.0,1549.0,268.0,2020,0.14749587231700606
1334,Portugal,SENEGAL,DAKAR,1406.0,301.0,1105.0,2020,0.7859174964438123
1335,Portugal,SERBIA,BELGRADE,9.0,6.0,3.0,2020,0.3333333333333333
1336,Portugal,SINGAPORE,SINGAPORE,13.0,11.0,2.0,2020,0.15384615384615385
1337,Portugal,SOUTH AFRICA,CAPE TOWN,618.0,600.0,18.0,2020,0.02912621359223301
1338,Portugal,SOUTH AFRICA,JOHANNESBURG,1161.0,1059.0,102.0,2020,0.08785529715762273
1339,Portugal,SOUTH KOREA,SEOUL,18.0,17.0,1.0,2020,0.05555555555555555
1340,Portugal,THAILAND,BANGKOK,614.0,454.0,160.0,2020,0.26058631921824105
1341,Portugal,TIMOR-LESTE,DILI,20.0,19.0,1.0,2020,0.05
1342,Portugal,TUNISIA,TUNIS,346.0,290.0,56.0,2020,0.16184971098265896
1343,Portugal,TURKEY,ANKARA,369.0,343.0,26.0,2020,0.07046070460704607
1344,Portugal,UKRAINE,KYIV,137.0,73.0,64.0,2020,0.46715328467153283
1345,Portugal,UNITED ARAB EMIRATES,ABU DHABI,953.0,729.0,224.0,2020,0.23504721930745015
1346,Portugal,UNITED KINGDOM,LONDON,1385.0,1338.0,47.0,2020,0.03393501805054152
1347,Portugal,UNITED KINGDOM,MANCHESTER,495.0,469.0,26.0,2020,0.052525252525252523
1348,Portugal,USA,"BOSTON, MA",101.0,100.0,1.0,2020,0.009900990099009901
1349,Portugal,USA,"NEW BEDFORD, MA",33.0,36.0,0.0,2020,0.0
1350,Portugal,USA,"NEW YORK, NY",126.0,120.0,6.0,2020,0.047619047619047616
1351,Portugal,USA,"NEWARK, NJ",104.0,100.0,4.0,2020,0.038461538461538464
1352,Portugal,USA,"SAN FRANCISCO, CA",167.0,168.0,0.0,2020,0.0
1353,Portugal,USA,"WASHINGTON, DC",222.0,219.0,3.0,2020,0.013513513513513514
1354,Portugal,VENEZUELA,CARACAS,1.0,0.0,1.0,2020,1.0
1355,Portugal,VENEZUELA,VALENCIA,1.0,1.0,0.0,2020,0.0
1356,Portugal,ZIMBABWE,HARARE,38.0,25.0,13.0,2020,0.34210526315789475
1357,Slovakia,AUSTRALIA,CANBERRA,2.0,2.0,0.0,2020,0.0
1358,Slovakia,AUSTRIA,VIENNA,1.0,1.0,0.0,2020,0.0
1359,Slovakia,AZERBAIJAN,BAKU,46.0,42.0,2.0,2020,0.045454545454545456
1360,Slovakia,BELARUS,MINSK,594.0,593.0,0.0,2020,0.0
1361,Slovakia,BOSNIA AND HERZEGOVINA,SARAJEVO,2.0,2.0,0.0,2020,0.0
1362,Slovakia,BULGARIA,SOFIA,22.0,22.0,0.0,2020,0.0
1363,Slovakia,CANADA,OTTAWA,1.0,1.0,0.0,2020,0.0
1364,Slovakia,CHINA,BEIJING,115.0,113.0,2.0,2020,0.017391304347826087
1365,Slovakia,CHINA,SHANGHAI,77.0,59.0,1.0,2020,0.016666666666666666
1366,Slovakia,CROATIA,ZAGREB,4.0,4.0,0.0,2020,0.0
1367,Slovakia,CUBA,HAVANA,9.0,10.0,0.0,2020,0.0
1368,Slovakia,CYPRUS,NICOSIA,493.0,475.0,7.0,2020,0.014522821576763486
1369,Slovakia,EGYPT,CAIRO,112.0,101.0,12.0,2020,0.10619469026548672
1370,Slovakia,INDIA,NEW DELHI,132.0,110.0,12.0,2020,0.09836065573770492
1371,Slovakia,INDONESIA,JAKARTA,84.0,80.0,7.0,2020,0.08045977011494253
1372,Slovakia,IRAN,TEHERAN,59.0,47.0,12.0,2020,0.2033898305084746
1373,Slovakia,IRELAND,DUBLIN,14.0,10.0,0.0,2020,0.0
1374,Slovakia,ISRAEL,TEL AVIV,52.0,48.0,0.0,2020,0.0
1375,Slovakia,JAPAN,TOKYO,5.0,5.0,0.0,2020,0.0
1376,Slovakia,KAZAKHSTAN,NUR-SULTAN,133.0,125.0,3.0,2020,0.0234375
1377,Slovakia,KENYA,NAIROBI,29.0,20.0,11.0,2020,0.3548387096774194
1378,Slovakia,KOSOVO,PRISTINA,33.0,27.0,6.0,2020,0.18181818181818182
1379,Slovakia,KUWAIT,KUWAIT,55.0,54.0,1.0,2020,0.01818181818181818
1380,Slovakia,LEBANON,BEIRUT,33.0,33.0,1.0,2020,0.029411764705882353
1381,Slovakia,NORTH MACEDONIA,SKOPJE,3.0,3.0,0.0,2020,0.0
1382,Slovakia,ROMANIA,BUCHAREST,12.0,11.0,1.0,2020,0.08333333333333333
1383,Slovakia,RUSSIAN FEDERATION,MOSCOW,1350.0,1343.0,0.0,2020,0.0
1384,Slovakia,RUSSIAN FEDERATION,ST. PETERSBURG,158.0,156.0,0.0,2020,0.0
1385,Slovakia,SOUTH AFRICA,PRETORIA,32.0,31.0,0.0,2020,0.0
1386,Slovakia,SOUTH KOREA,SEOUL,3.0,1.0,2.0,2020,0.6666666666666666
1387,Slovakia,THAILAND,BANGKOK,19.0,19.0,0.0,2020,0.0
1388,Slovakia,TURKEY,ANKARA,77.0,65.0,8.0,2020,0.1095890410958904
1389,Slovakia,TURKEY,ISTANBUL,187.0,183.0,35.0,2020,0.16055045871559634
1390,Slovakia,UKRAINE,KYIV,122.0,109.0,15.0,2020,0.12096774193548387
1391,Slovakia,UKRAINE,UZHHOROD,11.0,10.0,1.0,2020,0.09090909090909091
1392,Slovakia,UNITED ARAB EMIRATES,ABU DHABI,51.0,26.0,26.0,2020,0.5
1393,Slovakia,UNITED KINGDOM,LONDON,93.0,93.0,0.0,2020,0.0
1394,Slovakia,USA,"NEW YORK, NY",7.0,7.0,0.0,2020,0.0
1395,Slovakia,USA,"WASHINGTON, DC",8.0,7.0,1.0,2020,0.125
1396,Slovakia,UZBEKISTAN,TASHKENT,54.0,41.0,8.0,2020,0.16326530612244897
1397,Slovakia,VIETNAM,HANOI,25.0,26.0,0.0,2020,0.0
1398,Slovenia,ALBANIA,TIRANA,1.0,1.0,0.0,2020,0.0
1399,Slovenia,AUSTRALIA,CANBERRA,3.0,4.0,0.0,2020,0.0
1400,Slovenia,AUSTRIA,VIENNA,1.0,0.0,0.0,2020,
1401,Slovenia,BOSNIA AND HERZEGOVINA,BANJA LUKA,2.0,2.0,0.0,2020,0.0
1402,Slovenia,BOSNIA AND HERZEGOVINA,SARAJEVO,13.0,10.0,3.0,2020,0.23076923076923078
1403,Slovenia,BULGARIA,SOFIA,7.0,5.0,2.0,2020,0.2857142857142857
1404,Slovenia,CANADA,OTTAWA,2.0,3.0,0.0,2020,0.0
1405,Slovenia,CHINA,BEIJING,163.0,182.0,14.0,2020,0.07142857142857142
1406,Slovenia,CROATIA,ZAGREB,114.0,107.0,6.0,2020,0.05309734513274336
1407,Slovenia,EGYPT,CAIRO,72.0,58.0,31.0,2020,0.34831460674157305
1408,Slovenia,INDIA,NEW DELHI,262.0,154.0,113.0,2020,0.4232209737827715
1409,Slovenia,IRAN,TEHERAN,48.0,25.0,27.0,2020,0.5192307692307693
1410,Slovenia,ISRAEL,TEL AVIV,2.0,1.0,1.0,2020,0.5
1411,Slovenia,JAPAN,TOKYO,6.0,5.0,1.0,2020,0.16666666666666666
1412,Slovenia,KOSOVO,PRISTINA,1049.0,726.0,333.0,2020,0.31444759206798867
1413,Slovenia,MONTENEGRO,PODGORICA,169.0,161.0,13.0,2020,0.07471264367816093
1414,Slovenia,NORTH MACEDONIA,SKOPJE,2.0,1.0,0.0,2020,0.0
1415,Slovenia,RUSSIAN FEDERATION,MOSCOW,1501.0,1488.0,80.0,2020,0.05102040816326531
1416,Slovenia,SERBIA,BELGRADE,75.0,78.0,10.0,2020,0.11363636363636363
1417,Slovenia,TURKEY,ANKARA,748.0,650.0,114.0,2020,0.14921465968586387
1418,Slovenia,UKRAINE,KYIV,5.0,2.0,2.0,2020,0.5
1419,Slovenia,UNITED ARAB EMIRATES,ABU DHABI,65.0,37.0,32.0,2020,0.463768115942029
1420,Slovenia,UNITED KINGDOM,LONDON,85.0,81.0,5.0,2020,0.05813953488372093
1421,Slovenia,USA,"CLEVELAND, OH",7.0,6.0,0.0,2020,0.0
1422,Slovenia,USA,"WASHINGTON, DC",12.0,9.0,5.0,2020,0.35714285714285715
1423,Spain,AFGHANISTAN,KABUL,59.0,35.0,5.0,2020,0.125
1424,Spain,ALBANIA,TIRANA,21.0,15.0,0.0,2020,0.0
1425,Spain,ALGERIA,ALGIERS,16523.0,9354.0,4686.0,2020,0.33376068376068374
1426,Spain,ALGERIA,ORAN,13323.0,7831.0,4797.0,2020,0.37987012987012986
1427,Spain,ANDORRA,ANDORRA LA VELLA,83.0,81.0,0.0,2020,0.0
1428,Spain,ANGOLA,LUANDA,794.0,434.0,323.0,2020,0.42668428005284015
1429,Spain,ARGENTINA,BAHIA BLANCA,1.0,2.0,0.0,2020,0.0
1430,Spain,ARGENTINA,BUENOS AIRES,160.0,123.0,9.0,2020,0.06818181818181818
1431,Spain,ARGENTINA,CORDOBA,7.0,7.0,0.0,2020,0.0
1432,Spain,ARGENTINA,MENDOZA,4.0,1.0,0.0,2020,0.0
1433,Spain,ARGENTINA,ROSARIO (Santa Fé),17.0,17.0,0.0,2020,0.0
1434,Spain,AUSTRALIA,CANBERRA,3.0,4.0,0.0,2020,0.0
1435,Spain,AUSTRALIA,MELBOURNE,117.0,116.0,2.0,2020,0.01694915254237288
1436,Spain,AUSTRALIA,SYDNEY,86.0,77.0,0.0,2020,0.0
1437,Spain,BANGLADESH,DHAKA,580.0,339.0,184.0,2020,0.35181644359464626
1438,Spain,BELGIUM,BRUSSELS,3.0,3.0,0.0,2020,0.0
1439,Spain,BOLIVIA,LA PAZ,2880.0,1705.0,873.0,2020,0.3386346004654771
1440,Spain,BOLIVIA,SANTA CRUZ DE LA SIERRA,1793.0,1126.0,428.0,2020,0.2754182754182754
1441,Spain,BOSNIA AND HERZEGOVINA,SARAJEVO,2.0,2.0,0.0,2020,0.0
1442,Spain,BRAZIL,BRASILIA,21.0,12.0,8.0,2020,0.4
1443,Spain,BRAZIL,PORTO ALEGRE,3.0,1.0,1.0,2020,0.5
1444,Spain,BRAZIL,RIO DE JANEIRO,19.0,18.0,0.0,2020,0.0
1445,Spain,BRAZIL,SALVADOR DE BAHIA,12.0,10.0,1.0,2020,0.09090909090909091
1446,Spain,BRAZIL,SAO PAULO,75.0,57.0,13.0,2020,0.18571428571428572
1447,Spain,BULGARIA,SOFIA,149.0,128.0,4.0,2020,0.030303030303030304
1448,Spain,CAMEROON,YAONDE,361.0,198.0,119.0,2020,0.3753943217665615
1449,Spain,CANADA,MONTREAL,199.0,159.0,0.0,2020,0.0
1450,Spain,CANADA,OTTAWA,32.0,30.0,0.0,2020,0.0
1451,Spain,CANADA,TORONTO,249.0,192.0,0.0,2020,0.0
1452,Spain,CAPE VERDE,CIDADE DA PRAIA,234.0,158.0,71.0,2020,0.31004366812227074
1453,Spain,CHILE,SANTIAGO DE CHILE,204.0,123.0,45.0,2020,0.26785714285714285
1454,Spain,CHINA,BEIJING,11418.0,10966.0,130.0,2020,0.011715933669790915
1455,Spain,CHINA,GUANGZHOU (CANTON),6235.0,5921.0,243.0,2020,0.03942245295262816
1456,Spain,CHINA,SHANGHAI,10281.0,9699.0,289.0,2020,0.0289347216659992
1457,Spain,COLOMBIA,BOGOTA,181.0,170.0,4.0,2020,0.022988505747126436
1458,Spain,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,305.0,90.0,148.0,2020,0.6218487394957983
1459,Spain,COSTA RICA,SAN JOSE,45.0,36.0,3.0,2020,0.07692307692307693
1460,Spain,COTE D'IVOIRE,ABIDJAN,563.0,294.0,173.0,2020,0.37044967880085655
1461,Spain,CROATIA,ZAGREB,19.0,17.0,0.0,2020,0.0
1462,Spain,CUBA,HAVANA,7709.0,5187.0,1490.0,2020,0.223154111127752
1463,Spain,CYPRUS,NICOSIA,70.0,58.0,7.0,2020,0.1076923076923077
1464,Spain,DENMARK,COPENHAGEN,2.0,1.0,0.0,2020,0.0
1465,Spain,DOMINICAN REPUBLIC,SANTO DOMINGO,8914.0,6509.0,2041.0,2020,0.23871345029239766
1466,Spain,ECUADOR,GUAYAQUIL,6229.0,4981.0,1014.0,2020,0.16914095079232694
1467,Spain,ECUADOR,QUITO,6008.0,4487.0,978.0,2020,0.17895699908508692
1468,Spain,EGYPT,CAIRO,3664.0,2809.0,603.0,2020,0.17672919109026963
1469,Spain,EL SALVADOR,SAN SALVADOR,28.0,28.0,0.0,2020,0.0
1470,Spain,EQUATORIAL GUINEA,BATA,490.0,354.0,76.0,2020,0.17674418604651163
1471,Spain,EQUATORIAL GUINEA,MALABO,1505.0,962.0,188.0,2020,0.1634782608695652
1472,Spain,ETHIOPIA,ADDIS ABEBA,334.0,196.0,41.0,2020,0.1729957805907173
1473,Spain,FINLAND,HELSINKI,3.0,3.0,0.0,2020,0.0
1474,Spain,FRANCE,BORDEAUX,1.0,1.0,0.0,2020,0.0
1475,Spain,FRANCE,MARSEILLE,2.0,2.0,0.0,2020,0.0
1476,Spain,FRANCE,PARIS,57.0,52.0,2.0,2020,0.037037037037037035
1477,Spain,GABON,LIBREVILLE,131.0,89.0,32.0,2020,0.2644628099173554
1478,Spain,GERMANY,BERLIN,5.0,4.0,0.0,2020,0.0
1479,Spain,GERMANY,HAMBURG,5.0,5.0,0.0,2020,0.0
1480,Spain,GERMANY,MUNICH,2.0,2.0,0.0,2020,0.0
1481,Spain,GERMANY,STUTTGART,3.0,0.0,0.0,2020,
1482,Spain,GHANA,ACCRA,1659.0,667.0,566.0,2020,0.45904298459042986
1483,Spain,GREECE,ATHENS,10.0,7.0,0.0,2020,0.0
1484,Spain,GUATEMALA,GUATEMALA CITY,28.0,25.0,0.0,2020,0.0
1485,Spain,GUINEA,CONAKRY,266.0,116.0,65.0,2020,0.35911602209944754
1486,Spain,GUINEA-BISSAU,BISSAU,655.0,332.0,212.0,2020,0.3897058823529412
1487,Spain,HAITI,PORT AU PRINCE,232.0,136.0,89.0,2020,0.39555555555555555
1488,Spain,HONDURAS,TEGUCIGALPA,11.0,4.0,0.0,2020,0.0
1489,Spain,HONG KONG S.A.R.,HONG KONG,194.0,157.0,17.0,2020,0.09770114942528736
1490,Spain,INDIA,MUMBAI,6467.0,6078.0,309.0,2020,0.04837952090183185
1491,Spain,INDIA,NEW DELHI,4866.0,3683.0,995.0,2020,0.21269773407439077
1492,Spain,INDONESIA,JAKARTA,4588.0,4466.0,52.0,2020,0.011509517485613104
1493,Spain,IRAN,TEHERAN,3500.0,2278.0,1170.0,2020,0.33932714617169374
1494,Spain,IRAQ,BAGHDAD,490.0,412.0,20.0,2020,0.046296296296296294
1495,Spain,IRELAND,DUBLIN,1069.0,907.0,14.0,2020,0.01520086862106406
1496,Spain,ISRAEL,JERUSALEM,867.0,408.0,156.0,2020,0.2765957446808511
1497,Spain,ISRAEL,TEL AVIV,70.0,53.0,6.0,2020,0.1016949152542373
1498,Spain,ITALY,MILAN,9.0,7.0,0.0,2020,0.0
1499,Spain,ITALY,NAPLES,2.0,2.0,0.0,2020,0.0
1500,Spain,ITALY,ROME,5.0,5.0,0.0,2020,0.0
1501,Spain,JAMAICA,KINGSTON,457.0,429.0,19.0,2020,0.04241071428571429
1502,Spain,JAPAN,TOKYO,332.0,305.0,5.0,2020,0.016129032258064516
1503,Spain,JORDAN,AMMAN,961.0,578.0,171.0,2020,0.22830440587449932
1504,Spain,KAZAKHSTAN,NUR-SULTAN,2424.0,2315.0,52.0,2020,0.021968736797634135
1505,Spain,KENYA,NAIROBI,639.0,419.0,73.0,2020,0.1483739837398374
1506,Spain,KUWAIT,KUWAIT,3340.0,3087.0,196.0,2020,0.05970149253731343
1507,Spain,LATVIA,RIGA,3.0,3.0,0.0,2020,0.0
1508,Spain,LEBANON,BEIRUT,2841.0,1631.0,700.0,2020,0.3003003003003003
1509,Spain,LUXEMBOURG,LUXEMBOURG,1.0,0.0,1.0,2020,1.0
1510,Spain,MALAYSIA,KUALA LUMPUR,132.0,123.0,2.0,2020,0.016
1511,Spain,MALI,BAMAKO,673.0,487.0,104.0,2020,0.17597292724196278
1512,Spain,MALTA,VALETTA,4.0,3.0,0.0,2020,0.0
1513,Spain,MAURITANIA,NOUAKCHOTT,5973.0,4429.0,1189.0,2020,0.21164115343538625
1514,Spain,MEXICO,GUADALAJARA,21.0,18.0,1.0,2020,0.05263157894736842
1515,Spain,MEXICO,MEXICO CITY,130.0,97.0,18.0,2020,0.1565217391304348
1516,Spain,MEXICO,MONTERREY,10.0,8.0,1.0,2020,0.1111111111111111
1517,Spain,MOROCCO,AGADIR,3756.0,2640.0,836.0,2020,0.24050632911392406
1518,Spain,MOROCCO,CASABLANCA,13636.0,12121.0,1250.0,2020,0.09348590232592925
1519,Spain,MOROCCO,NADOR,7185.0,4243.0,2614.0,2020,0.38121627533906954
1520,Spain,MOROCCO,RABAT,7517.0,5330.0,1765.0,2020,0.24876673713883016
1521,Spain,MOROCCO,TANGER,32093.0,18608.0,12236.0,2020,0.39670600440928544
1522,Spain,MOROCCO,TETOUAN,4784.0,2719.0,950.0,2020,0.2589261379122377
1523,Spain,MOZAMBIQUE,MAPUTO,185.0,143.0,23.0,2020,0.13855421686746988
1524,Spain,NAMIBIA,WINDHOEK,256.0,217.0,11.0,2020,0.04824561403508772
1525,Spain,NEW ZEALAND,WELLINGTON,40.0,42.0,0.0,2020,0.0
1526,Spain,NICARAGUA,MANAGUA,12.0,10.0,0.0,2020,0.0
1527,Spain,NIGER,NIAMEY,134.0,91.0,29.0,2020,0.24166666666666667
1528,Spain,NIGERIA,ABUJA,33.0,11.0,0.0,2020,0.0
1529,Spain,NIGERIA,LAGOS,2689.0,818.0,1631.0,2020,0.6659861167823602
1530,Spain,NORTH MACEDONIA,SKOPJE,67.0,6.0,0.0,2020,0.0
1531,Spain,OMAN,MUSCAT,1168.0,944.0,136.0,2020,0.1259259259259259
1532,Spain,PAKISTAN,ISLAMABAD,3107.0,1177.0,894.0,2020,0.43167551907291163
1533,Spain,PANAMA,PANAMA CITY,176.0,132.0,0.0,2020,0.0
1534,Spain,PARAGUAY,ASUNCION,7.0,4.0,1.0,2020,0.2
1535,Spain,PERU,LIMA,90.0,85.0,0.0,2020,0.0
1536,Spain,PHILIPPINES,MANILA,7246.0,6788.0,429.0,2020,0.05944298184841347
1537,Spain,POLAND,WARSAW,6.0,6.0,0.0,2020,0.0
1538,Spain,PORTUGAL,LISBON,4.0,3.0,0.0,2020,0.0
1539,Spain,QATAR,DOHA,2596.0,2238.0,209.0,2020,0.08541070698814876
1540,Spain,ROMANIA,BUCHAREST,135.0,95.0,11.0,2020,0.10377358490566038
1541,Spain,RUSSIAN FEDERATION,MOSCOW,55553.0,52891.0,1591.0,2020,0.029202305348555488
1542,Spain,RUSSIAN FEDERATION,ST. PETERSBURG,3264.0,3147.0,30.0,2020,0.009442870632672332
1543,Spain,SAUDI ARABIA,RIYADH,5171.0,4414.0,254.0,2020,0.054413024850042846
1544,Spain,SENEGAL,DAKAR,3771.0,1637.0,1472.0,2020,0.4734641363782567
1545,Spain,SERBIA,VRŠAC,34.0,23.0,0.0,2020,0.0
1546,Spain,SINGAPORE,SINGAPORE,487.0,477.0,4.0,2020,0.008316008316008316
1547,Spain,SOUTH AFRICA,CAPE TOWN,1910.0,1821.0,62.0,2020,0.032926181625066386
1548,Spain,SOUTH AFRICA,PRETORIA,1912.0,1825.0,19.0,2020,0.010303687635574838
1549,Spain,SOUTH KOREA,SEOUL,59.0,48.0,6.0,2020,0.1111111111111111
1550,Spain,SUDAN,KHARTOUM,661.0,193.0,376.0,2020,0.6608084358523726
1551,Spain,SWEDEN,STOCKHOLM,1.0,1.0,0.0,2020,0.0
1552,Spain,SWITZERLAND,BERN,0.0,2.0,0.0,2020,0.0
1553,Spain,SWITZERLAND,GENEVA,4.0,1.0,0.0,2020,0.0
1554,Spain,SWITZERLAND,ZURICH,13.0,11.0,0.0,2020,0.0
1555,Spain,TANZANIA,DAR ES SALAAM,187.0,128.0,25.0,2020,0.16339869281045752
1556,Spain,THAILAND,BANGKOK,3284.0,3132.0,96.0,2020,0.02973977695167286
1557,Spain,TRINIDAD AND TOBAGO,PORT OF SPAIN,17.0,17.0,0.0,2020,0.0
1558,Spain,TUNISIA,TUNIS,4661.0,2633.0,1755.0,2020,0.39995442114858704
1559,Spain,TURKEY,ANKARA,1513.0,1245.0,131.0,2020,0.09520348837209303
1560,Spain,TURKEY,ISTANBUL,6011.0,5447.0,225.0,2020,0.03966854724964739
1561,Spain,UKRAINE,KYIV,188.0,149.0,35.0,2020,0.19021739130434784
1562,Spain,UNITED ARAB EMIRATES,ABU DHABI,4036.0,3022.0,443.0,2020,0.12784992784992785
1563,Spain,UNITED KINGDOM,EDINBURGH,1632.0,1491.0,32.0,2020,0.021011162179908074
1564,Spain,UNITED KINGDOM,LONDON,7853.0,6561.0,790.0,2020,0.10746837165011563
1565,Spain,UNITED KINGDOM,MANCHESTER,9.0,8.0,0.0,2020,0.0
1566,Spain,URUGUAY,MONTEVIDEO,64.0,63.0,1.0,2020,0.015625
1567,Spain,USA,"BOSTON, MA",257.0,241.0,0.0,2020,0.0
1568,Spain,USA,"CHICAGO, IL",387.0,355.0,5.0,2020,0.013888888888888888
1569,Spain,USA,"HOUSTON, TX",213.0,198.0,0.0,2020,0.0
1570,Spain,USA,"LOS ANGELES, CA",334.0,319.0,1.0,2020,0.003125
1571,Spain,USA,"MIAMI, FL",1121.0,1077.0,3.0,2020,0.002777777777777778
1572,Spain,USA,"NEW YORK, NY",1696.0,1651.0,21.0,2020,0.012559808612440191
1573,Spain,USA,"SAN FRANCISCO, CA",566.0,537.0,6.0,2020,0.011049723756906077
1574,Spain,USA,"SAN JUAN, PR",31.0,21.0,0.0,2020,0.0
1575,Spain,USA,"WASHINGTON, DC",368.0,353.0,1.0,2020,0.002824858757062147
1576,Spain,VENEZUELA,CARACAS,39.0,31.0,6.0,2020,0.16216216216216217
1577,Spain,VIETNAM,HANOI,582.0,403.0,22.0,2020,0.05176470588235294
1578,Spain,ZIMBABWE,HARARE,99.0,73.0,2.0,2020,0.02666666666666667
1579,Sweden,AFGHANISTAN,KABUL,11.0,8.0,0.0,2020,0.0
1580,Sweden,AUSTRALIA,CANBERRA,3.0,2.0,0.0,2020,0.0
1581,Sweden,BANGLADESH,DHAKA,1123.0,688.0,503.0,2020,0.42233417296389586
1582,Sweden,BOSNIA AND HERZEGOVINA,SARAJEVO,4.0,2.0,2.0,2020,0.5
1583,Sweden,CHILE,SANTIAGO DE CHILE,11.0,7.0,3.0,2020,0.3
1584,Sweden,CHINA,BEIJING,2843.0,2570.0,247.0,2020,0.08768193113241037
1585,Sweden,CHINA,SHANGHAI,1433.0,1520.0,116.0,2020,0.07090464547677261
1586,Sweden,COLOMBIA,BOGOTA,145.0,93.0,53.0,2020,0.363013698630137
1587,Sweden,CUBA,HAVANA,279.0,185.0,95.0,2020,0.3392857142857143
1588,Sweden,EGYPT,CAIRO,505.0,287.0,248.0,2020,0.4635514018691589
1589,Sweden,ETHIOPIA,ADDIS ABEBA,450.0,317.0,107.0,2020,0.25235849056603776
1590,Sweden,GERMANY,BERLIN,6.0,0.0,0.0,2020,
1591,Sweden,GREECE,ATHENS,4.0,0.0,0.0,2020,
1592,Sweden,GUATEMALA,GUATEMALA CITY,7.0,7.0,0.0,2020,0.0
1593,Sweden,INDIA,NEW DELHI,3935.0,3638.0,428.0,2020,0.10526315789473684
1594,Sweden,INDONESIA,JAKARTA,333.0,290.0,47.0,2020,0.1394658753709199
1595,Sweden,IRAN,TEHERAN,1452.0,501.0,824.0,2020,0.6218867924528302
1596,Sweden,IRAQ,BAGHDAD,86.0,85.0,0.0,2020,0.0
1597,Sweden,ISRAEL,JERUSALEM,90.0,36.0,60.0,2020,0.625
1598,Sweden,ISRAEL,TEL AVIV,3.0,1.0,0.0,2020,0.0
1599,Sweden,ITALY,ROME,7.0,0.0,0.0,2020,
1600,Sweden,JAPAN,TOKYO,68.0,47.0,12.0,2020,0.2033898305084746
1601,Sweden,JORDAN,AMMAN,212.0,118.0,101.0,2020,0.4611872146118721
