,eu_state,origin_country,origin_consulate,visas_applied,visas_issued,visas_not_issued,visa_refusal_rate,year
307,Estonia,UKRAINE,KYIV,626.0,561.0,65.0,0.10383386581469649,2018
308,Estonia,UNITED KINGDOM,LONDON,239.0,232.0,6.0,0.025210084033613446,2018
309,Estonia,USA,"NEW YORK, NY",197.0,187.0,8.0,0.041025641025641026,2018
310,Finland,ALGERIA,ALGIERS,1307.0,456.0,848.0,0.6503067484662577,2018
311,Finland,ARGENTINA,BUENOS AIRES,16.0,16.0,0.0,0.0,2018
312,Finland,AUSTRALIA,CANBERRA,192.0,190.0,2.0,0.010416666666666666,2018
313,Finland,BELGIUM,BRUSSELS,5.0,0.0,0.0,,2018
314,Finland,BULGARIA,SOFIA,111.0,96.0,6.0,0.058823529411764705,2018
315,Finland,CANADA,OTTAWA,1.0,0.0,0.0,,2018
316,Finland,CHILE,SANTIAGO DE CHILE,9.0,6.0,3.0,0.3333333333333333,2018
317,Finland,CHINA,BEIJING,24653.0,23207.0,1293.0,0.05277551020408163,2018
318,Finland,CHINA,SHANGHAI,14199.0,13749.0,406.0,0.02868244436594843,2018
319,Finland,CROATIA,ZAGREB,5.0,5.0,0.0,0.0,2018
320,Finland,CYPRUS,NICOSIA,172.0,81.0,85.0,0.5120481927710844,2018
321,Finland,EGYPT,CAIRO,985.0,846.0,131.0,0.13408393039918118,2018
322,Finland,ESTONIA,TALLINN,4.0,4.0,0.0,0.0,2018
323,Finland,ETHIOPIA,ADDIS ABEBA,353.0,282.0,63.0,0.1826086956521739,2018
324,Finland,FRANCE,PARIS,1.0,0.0,0.0,,2018
325,Finland,GERMANY,BERLIN,2.0,1.0,0.0,0.0,2018
326,Finland,GREECE,ATHENS,3.0,0.0,0.0,,2018
327,Finland,HONG KONG S.A.R.,HONG KONG,1430.0,1381.0,15.0,0.010744985673352435,2018
328,Finland,INDIA,NEW DELHI,11959.0,11398.0,512.0,0.04298908480268682,2018
329,Finland,INDONESIA,JAKARTA,2795.0,2725.0,48.0,0.01730977280923188,2018
330,Finland,IRAN,TEHERAN,2909.0,2107.0,741.0,0.2601825842696629,2018
331,Finland,IRELAND,DUBLIN,179.0,164.0,2.0,0.012048192771084338,2018
332,Finland,ISRAEL,TEL AVIV,147.0,99.0,14.0,0.12389380530973451,2018
333,Finland,ITALY,ROME,1.0,0.0,0.0,,2018
334,Finland,JAPAN,TOKYO,401.0,373.0,12.0,0.03116883116883117,2018
335,Finland,KENYA,NAIROBI,753.0,593.0,139.0,0.18989071038251365,2018
336,Finland,KOSOVO,PRISTINA,3927.0,18.0,1348.0,0.986822840409956,2018
337,Finland,LITHUANIA,VILNIUS,3.0,1.0,0.0,0.0,2018
338,Finland,MALAYSIA,KUALA LUMPUR,105.0,71.0,27.0,0.2755102040816326,2018
339,Finland,MEXICO,MEXICO CITY,13.0,12.0,0.0,0.0,2018
340,Finland,MOROCCO,RABAT,777.0,389.0,379.0,0.4934895833333333,2018
341,Finland,MOZAMBIQUE,MAPUTO,110.0,102.0,6.0,0.05555555555555555,2018
342,Finland,NAMIBIA,WINDHOEK,778.0,749.0,25.0,0.03229974160206718,2018
343,Finland,NEPAL,KATHMANDU,687.0,553.0,124.0,0.1831610044313146,2018
344,Finland,NIGERIA,ABUJA,788.0,261.0,488.0,0.6515353805073432,2018
345,Finland,NORWAY,OSLO,2.0,0.0,0.0,,2018
346,Finland,PERU,LIMA,7.0,7.0,0.0,0.0,2018
347,Finland,POLAND,WARSAW,2.0,1.0,0.0,0.0,2018
348,Finland,ROMANIA,BUCHAREST,16.0,12.0,3.0,0.2,2018
349,Finland,RUSSIAN FEDERATION,MOSCOW,72955.0,71375.0,1358.0,0.018671029656414557,2018
350,Finland,RUSSIAN FEDERATION,MURMANSK,22590.0,22414.0,163.0,0.007219736900385348,2018
351,Finland,RUSSIAN FEDERATION,PETROZAVODSK,32413.0,32233.0,132.0,0.004078479839332612,2018
352,Finland,RUSSIAN FEDERATION,ST. PETERSBURG,541080.0,538601.0,1978.0,0.003659039659328239,2018
353,Finland,SAUDI ARABIA,RIYADH,130.0,130.0,0.0,0.0,2018
354,Finland,SERBIA,BELGRADE,14.0,14.0,0.0,0.0,2018
355,Finland,SOUTH AFRICA,PRETORIA,1420.0,1346.0,67.0,0.047416843595187545,2018
356,Finland,SOUTH KOREA,SEOUL,106.0,83.0,13.0,0.13541666666666666,2018
357,Finland,SPAIN,MADRID,11.0,0.0,0.0,,2018
358,Finland,SWEDEN,STOCKHOLM,1.0,0.0,0.0,,2018
359,Finland,SWITZERLAND,BERN,5.0,3.0,0.0,0.0,2018
360,Finland,TANZANIA,DAR ES SALAAM,372.0,307.0,61.0,0.16576086956521738,2018
361,Finland,THAILAND,BANGKOK,10078.0,9587.0,453.0,0.0451195219123506,2018
362,Finland,TUNISIA,TUNIS,1998.0,1411.0,571.0,0.28809283551967707,2018
363,Finland,TURKEY,ANKARA,4014.0,2989.0,928.0,0.2369160071483278,2018
364,Finland,UKRAINE,KYIV,4784.0,4729.0,33.0,0.006929861402771945,2018
365,Finland,UNITED ARAB EMIRATES,ABU DHABI,2331.0,1774.0,541.0,0.23369330453563714,2018
366,Finland,UNITED KINGDOM,LONDON,2268.0,2217.0,22.0,0.00982581509602501,2018
367,Finland,USA,"LOS ANGELES, CA",370.0,329.0,21.0,0.06,2018
368,Finland,USA,"NEW YORK, NY",895.0,791.0,82.0,0.09392898052691867,2018
369,Finland,VIETNAM,HANOI,1407.0,1070.0,296.0,0.21669106881405564,2018
370,France,AFGHANISTAN,KABUL,677.0,656.0,3.0,0.004552352048558422,2018
371,France,ALBANIA,TIRANA,137.0,129.0,2.0,0.015267175572519083,2018
372,France,ALGERIA,ALGIERS,269542.0,144373.0,123565.0,0.46117012144600616,2018
373,France,ALGERIA,ANNABA,135208.0,70584.0,65836.0,0.4825978595513854,2018
374,France,ALGERIA,ORAN,139835.0,66006.0,75742.0,0.5343426362276716,2018
375,France,ANGOLA,LUANDA,2017.0,1225.0,753.0,0.3806875631951466,2018
376,France,ARGENTINA,BUENOS AIRES,161.0,152.0,6.0,0.0379746835443038,2018
377,France,ARMENIA,YEREVAN,6591.0,5260.0,1328.0,0.201578627808136,2018
378,France,AUSTRALIA,CANBERRA,2.0,2.0,0.0,0.0,2018
379,France,AUSTRALIA,SYDNEY,1627.0,1504.0,52.0,0.033419023136246784,2018
380,France,AUSTRIA,VIENNA,63.0,49.0,13.0,0.20967741935483872,2018
381,France,AZERBAIJAN,BAKU,16995.0,14899.0,1578.0,0.09576986101838927,2018
382,France,BAHRAIN,MANAMA,8557.0,8336.0,185.0,0.021711066776199977,2018
383,France,BANGLADESH,DHAKA,5048.0,3134.0,1748.0,0.35804997951659157,2018
384,France,BELARUS,MINSK,11813.0,11524.0,208.0,0.017729287419024888,2018
385,France,BELGIUM,BRUSSELS,38.0,33.0,2.0,0.05714285714285714,2018
386,France,BENIN,COTONOU,11229.0,9694.0,1401.0,0.12627309598918432,2018
387,France,BOLIVIA,LA PAZ,137.0,135.0,1.0,0.007352941176470588,2018
388,France,BOSNIA AND HERZEGOVINA,SARAJEVO,23.0,19.0,2.0,0.09523809523809523,2018
389,France,BRAZIL,BRASILIA,564.0,508.0,54.0,0.09608540925266904,2018
390,France,BRAZIL,RIO DE JANEIRO,219.0,197.0,14.0,0.06635071090047394,2018
391,France,BRAZIL,SAO PAULO,224.0,169.0,51.0,0.2318181818181818,2018
392,France,BULGARIA,SOFIA,270.0,245.0,15.0,0.057692307692307696,2018
393,France,BURKINA FASO,OUAGADOUGOU,11769.0,9690.0,1713.0,0.1502236253617469,2018
394,France,BURUNDI,BUJUMBURA,57.0,53.0,2.0,0.03636363636363636,2018
395,France,CAMBODIA,PHNOM PENH,7724.0,6610.0,1020.0,0.13368283093053734,2018
396,France,CAMEROON,DOUALA,8388.0,5650.0,2370.0,0.2955112219451372,2018
397,France,CAMEROON,GAROUA,11.0,9.0,1.0,0.1,2018
398,France,CAMEROON,YAONDE,12576.0,9212.0,3133.0,0.25378695828270553,2018
399,France,CANADA,MONTREAL,6565.0,5528.0,739.0,0.11791925961385033,2018
400,France,CANADA,OTTAWA,12.0,11.0,0.0,0.0,2018
401,France,CANADA,TORONTO,1289.0,1263.0,21.0,0.016355140186915886,2018
402,France,CANADA,VANCOUVER,1153.0,1142.0,4.0,0.0034904013961605585,2018
403,France,CENTRAL AFRICAN REPUBLIC,BANGUI,4101.0,2562.0,1469.0,0.36442570081865544,2018
404,France,CHAD,N'DJAMENA,7419.0,5128.0,2209.0,0.3010767343600927,2018
405,France,CHILE,SANTIAGO DE CHILE,192.0,149.0,36.0,0.1945945945945946,2018
406,France,CHINA,BEIJING,241836.0,226142.0,14391.0,0.05982962836700162,2018
407,France,CHINA,CHENGDU,78329.0,76503.0,1373.0,0.01763059222353485,2018
408,France,CHINA,GUANGZHOU (CANTON),130196.0,122980.0,6236.0,0.048260277365032196,2018
409,France,CHINA,SHANGHAI,243836.0,224583.0,18025.0,0.0742968080195212,2018
410,France,CHINA,SHENYANG,63801.0,61772.0,1941.0,0.030464740319871925,2018
411,France,CHINA,WUHAN,58721.0,56764.0,1827.0,0.03118226348756635,2018
412,France,COLOMBIA,BOGOTA,167.0,152.0,13.0,0.07878787878787878,2018
413,France,COMOROS,MORONI,1599.0,970.0,591.0,0.37860345932094813,2018
414,France,COMOROS,MUTSAMUDU,110.0,65.0,42.0,0.3925233644859813,2018
415,France,CONGO (BRAZZAVILLE),BRAZZAVILLE,8201.0,5731.0,2284.0,0.28496568933250155,2018
416,France,CONGO (BRAZZAVILLE),POINTE NOIRE,5203.0,3418.0,1735.0,0.3366970696681545,2018
417,France,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,780.0,576.0,70.0,0.10835913312693499,2018
418,France,COTE D'IVOIRE,ABIDJAN ,49650.0,34307.0,15126.0,0.3059899257580968,2018
419,France,CROATIA,ZAGREB,161.0,157.0,2.0,0.012578616352201259,2018
420,France,CUBA,HAVANA,6276.0,5535.0,688.0,0.11055760887031978,2018
421,France,CYPRUS,NICOSIA,438.0,392.0,29.0,0.0688836104513064,2018
422,France,DENMARK,COPENHAGEN,10.0,9.0,0.0,0.0,2018
423,France,DJIBOUTI,DJIBOUTI,3241.0,2268.0,895.0,0.28295921593423967,2018
424,France,DOMINICAN REPUBLIC,SANTO DOMINGO,5294.0,4079.0,1171.0,0.22304761904761905,2018
425,France,ECUADOR,QUITO,4994.0,4253.0,663.0,0.13486574450772987,2018
426,France,EGYPT,CAIRO,60165.0,45733.0,11941.0,0.2070430349897701,2018
427,France,EQUATORIAL GUINEA,MALABO,2277.0,1625.0,601.0,0.26999101527403413,2018
428,France,ETHIOPIA,ADDIS ABEBA,4615.0,3309.0,1178.0,0.26253621573434366,2018
429,France,FIJI,SUVA,3.0,2.0,1.0,0.3333333333333333,2018
430,France,FINLAND,HELSINKI,1.0,1.0,0.0,0.0,2018
431,France,GABON,LIBREVILLE,20640.0,15633.0,4772.0,0.2338642489585886,2018
432,France,GEORGIA,TBILISSI,287.0,220.0,53.0,0.19413919413919414,2018
433,France,GERMANY,BERLIN,3.0,3.0,0.0,0.0,2018
434,France,GERMANY,FRANKFURT/MAIN,34.0,30.0,0.0,0.0,2018
435,France,GHANA,ACCRA,132.0,128.0,0.0,0.0,2018
436,France,GREECE,ATHENS,7.0,7.0,0.0,0.0,2018
437,France,GUATEMALA,GUATEMALA CITY,6.0,4.0,0.0,0.0,2018
438,France,GUINEA,CONAKRY,9855.0,5192.0,4405.0,0.4589976034177347,2018
439,France,HAITI,PORT AU PRINCE,7429.0,4627.0,2731.0,0.3711606414786627,2018
440,France,HONG KONG S.A.R.,HONG KONG,4300.0,4151.0,53.0,0.012607040913415794,2018
441,France,INDIA,BANGALORE,45048.0,42308.0,2362.0,0.05287665099619431,2018
442,France,INDIA,KOLKATA,18810.0,18120.0,617.0,0.032929497785131025,2018
443,France,INDIA,MUMBAI,69603.0,60962.0,8171.0,0.1181924695876065,2018
444,France,INDIA,NEW DELHI,71222.0,59861.0,10663.0,0.15119675571436675,2018
445,France,INDIA,PONDICHERY,24470.0,22319.0,1901.0,0.07848885218827416,2018
446,France,INDONESIA,JAKARTA,55959.0,54985.0,777.0,0.01393422043685664,2018
447,France,IRAN,TEHERAN,59967.0,41359.0,19816.0,0.32392317123007763,2018
448,France,IRAQ,BAGHDAD,6137.0,3816.0,2179.0,0.3634695579649708,2018
449,France,IRAQ,ERBIL,13302.0,4746.0,8369.0,0.638124285169653,2018
450,France,IRELAND,DUBLIN,2173.0,2086.0,43.0,0.020197275716298733,2018
451,France,ISRAEL,HAIFA,14.0,13.0,2.0,0.13333333333333333,2018
452,France,ISRAEL,JERUSALEM,4159.0,3799.0,309.0,0.0752190847127556,2018
453,France,ISRAEL,TEL AVIV,613.0,577.0,18.0,0.030252100840336135,2018
454,France,ITALY,ROME,38.0,38.0,0.0,0.0,2018
455,France,JAPAN,TOKYO,2753.0,2592.0,107.0,0.039644312708410526,2018
456,France,JORDAN,AMMAN,5547.0,4909.0,549.0,0.10058629534628069,2018
457,France,KAZAKHSTAN,ALMATY,10514.0,9700.0,602.0,0.058435255290234904,2018
458,France,KAZAKHSTAN,ASTANA,66.0,60.0,0.0,0.0,2018
459,France,KENYA,NAIROBI,5059.0,4647.0,310.0,0.06253782529755901,2018
460,France,KUWAIT,KUWAIT,52724.0,50405.0,1652.0,0.03173444493535932,2018
461,France,LAOS,VIENTIANE,2779.0,2463.0,299.0,0.10825488776249095,2018
462,France,LEBANON,BEIRUT,58825.0,52515.0,5665.0,0.09737023031969749,2018
463,France,MADAGASCAR,ANTANANARIVO,20630.0,15692.0,4706.0,0.2307088930287283,2018
464,France,MALAYSIA,KUALA LUMPUR,1465.0,1191.0,229.0,0.16126760563380282,2018
465,France,MALI,BAMAKO,16968.0,12708.0,3730.0,0.22691324978707872,2018
466,France,MALTA,VALETTA,7.0,7.0,0.0,0.0,2018
467,France,MAURITANIA,NOUAKCHOTT,5085.0,4006.0,950.0,0.1916868442292171,2018
468,France,MAURITIUS,PORT LOUIS,878.0,822.0,17.0,0.02026221692491061,2018
469,France,MEXICO,MEXICO CITY,206.0,174.0,13.0,0.06951871657754011,2018
470,France,MONACO,MONACO,2.0,1.0,1.0,0.5,2018
471,France,MONGOLIA,ULAN BATOR,3159.0,2524.0,610.0,0.194639438417358,2018
472,France,MOROCCO,AGADIR,32692.0,23735.0,8672.0,0.2675965069275157,2018
473,France,MOROCCO,CASABLANCA,104809.0,94224.0,9066.0,0.08777229160615742,2018
474,France,MOROCCO,FES,75745.0,59094.0,20057.0,0.253401725815214,2018
475,France,MOROCCO,MARRAKECH,30866.0,25171.0,4956.0,0.16450360142065257,2018
476,France,MOROCCO,RABAT,73289.0,67232.0,5736.0,0.07860980155684684,2018
477,France,MOROCCO,TANGER,45024.0,33905.0,8297.0,0.19660205677456044,2018
478,France,MOZAMBIQUE,MAPUTO,1208.0,1019.0,167.0,0.14080944350758853,2018
479,France,MYANMAR,YANGON,2797.0,2559.0,207.0,0.07483731019522777,2018
480,France,NEW ZEALAND,WELLINGTON,759.0,742.0,9.0,0.011984021304926764,2018
481,France,NICARAGUA,MANAGUA,1.0,0.0,1.0,1.0,2018
482,France,NIGER,NIAMEY,6171.0,5340.0,653.0,0.10896045386283998,2018
483,France,NIGERIA,ABUJA,7787.0,4181.0,3510.0,0.4563775841893122,2018
484,France,NIGERIA,LAGOS,25521.0,12330.0,12963.0,0.5125133436128573,2018
485,France,NORTH MACEDONIA,SKOPJE,64.0,48.0,8.0,0.14285714285714285,2018
486,France,NORWAY,OSLO,1.0,1.0,0.0,0.0,2018
487,France,OMAN,MUSCAT,8081.0,7324.0,579.0,0.07326331772744528,2018
488,France,PAKISTAN,ISLAMABAD,6388.0,3780.0,2476.0,0.39578005115089515,2018
489,France,PAKISTAN,KARACHI,2.0,2.0,0.0,0.0,2018
490,France,PANAMA,PANAMA CITY,102.0,88.0,7.0,0.07368421052631578,2018
491,France,PARAGUAY,ASUNCION,1.0,0.0,0.0,,2018
492,France,PERU,LIMA,142.0,128.0,5.0,0.03759398496240601,2018
493,France,PHILIPPINES,MANILA,33193.0,29431.0,3581.0,0.10847570580395008,2018
494,France,POLAND,WARSAW,1.0,1.0,0.0,0.0,2018
495,France,QATAR,DOHA,34963.0,31910.0,2880.0,0.08278240873814315,2018
496,France,ROMANIA,BUCHAREST,857.0,820.0,27.0,0.031877213695395513,2018
497,France,RUSSIAN FEDERATION,MOSCOW,378353.0,366033.0,8798.0,0.023471911341377848,2018
498,France,RWANDA,KIGALI,118.0,107.0,4.0,0.036036036036036036,2018
499,France,SAINT LUCIA,CASTRIES,541.0,485.0,21.0,0.041501976284584984,2018
500,France,SAUDI ARABIA,JEDDAH,61522.0,52744.0,7475.0,0.12413025789202743,2018
501,France,SAUDI ARABIA,RIYADH,69117.0,64213.0,4037.0,0.05915018315018315,2018
502,France,SENEGAL,DAKAR,43145.0,26696.0,15665.0,0.36979769127263284,2018
503,France,SERBIA,BELGRADE,65.0,52.0,8.0,0.13333333333333333,2018
504,France,SEYCHELLES,VICTORIA,2.0,2.0,0.0,0.0,2018
505,France,SINGAPORE,SINGAPORE,9983.0,9692.0,182.0,0.01843224630342313,2018
506,France,SOUTH AFRICA,CAPE TOWN,11193.0,10882.0,233.0,0.020962663067926227,2018
507,France,SOUTH AFRICA,JOHANNESBURG,25849.0,24927.0,627.0,0.0245362761211552,2018
508,France,SOUTH KOREA,SEOUL,841.0,816.0,22.0,0.026252983293556086,2018
509,France,SPAIN,MADRID,136.0,122.0,4.0,0.031746031746031744,2018
510,France,SRI LANKA,COLOMBO,13236.0,10239.0,2812.0,0.21546241667305188,2018
511,France,SUDAN,KHARTOUM,3236.0,2220.0,812.0,0.2678100263852243,2018
512,France,SURINAME,PARAMARIBO,2910.0,2695.0,134.0,0.04736656062212796,2018
513,France,SWEDEN,STOCKHOLM,7.0,5.0,1.0,0.16666666666666666,2018
514,France,SWITZERLAND,GENEVA,62.0,57.0,1.0,0.017241379310344827,2018
515,France,SYRIA,ALEPPO,0.0,0.0,1.0,1.0,2018
516,France,TAIWAN,TAIPEI,319.0,297.0,9.0,0.029411764705882353,2018
517,France,TANZANIA,DAR ES SALAAM,1520.0,1252.0,224.0,0.15176151761517614,2018
518,France,THAILAND,BANGKOK,62120.0,60408.0,1276.0,0.020686077426885417,2018
519,France,TOGO,LOME,7498.0,5745.0,1626.0,0.2205942205942206,2018
520,France,TUNISIA,TUNIS,166930.0,135817.0,26604.0,0.16379655340134588,2018
521,France,TURKEY,ANKARA,27240.0,24470.0,2440.0,0.09067261241174285,2018
522,France,TURKEY,ISTANBUL,101411.0,94812.0,5143.0,0.05145315391926367,2018
523,France,UGANDA,KAMPALA,2924.0,2302.0,489.0,0.17520601934790397,2018
524,France,UKRAINE,KYIV,1906.0,1627.0,232.0,0.12479827864443249,2018
525,France,UNITED ARAB EMIRATES,ABU DHABI,11964.0,10628.0,1186.0,0.10038936854579313,2018
526,France,UNITED ARAB EMIRATES,DUBAI,26491.0,21677.0,4403.0,0.16882668711656443,2018
527,France,UNITED KINGDOM,EDINBURGH,16.0,13.0,3.0,0.1875,2018
528,France,UNITED KINGDOM,LONDON,126763.0,124635.0,1190.0,0.009457579972183588,2018
529,France,URUGUAY,MONTEVIDEO,28.0,27.0,0.0,0.0,2018
530,France,USA,"ATLANTA, GA",1009.0,994.0,1.0,0.0010050251256281408,2018
531,France,USA,"BOSTON, MA",1285.0,1244.0,3.0,0.0024057738572574178,2018
532,France,USA,"CHICAGO, IL",1363.0,1347.0,18.0,0.013186813186813187,2018
533,France,USA,"HOUSTON, TX",1159.0,1153.0,9.0,0.00774526678141136,2018
534,France,USA,"LOS ANGELES, CA",2398.0,2402.0,7.0,0.0029057700290577005,2018
535,France,USA,"MIAMI, FL",1396.0,1350.0,40.0,0.02877697841726619,2018
536,France,USA,"NEW YORK, NY",2715.0,2691.0,14.0,0.005175600739371534,2018
537,France,USA,"SAN FRANCISCO, CA",3810.0,3810.0,0.0,0.0,2018
538,France,USA,"WASHINGTON, DC",26745.0,24653.0,1268.0,0.04891786582307781,2018
539,France,UZBEKISTAN,TASHKENT,5382.0,4466.0,731.0,0.14065807196459496,2018
540,France,VANUATU,PORT VILA,164.0,150.0,0.0,0.0,2018
541,France,VENEZUELA,CARACAS,103.0,93.0,10.0,0.0970873786407767,2018
542,France,VIETNAM,HANOI,35266.0,32198.0,2814.0,0.08037244373357706,2018
543,France,VIETNAM,HO CHI MINH,34061.0,30875.0,2651.0,0.07907295830102011,2018
544,France,ZIMBABWE,HARARE,2826.0,2646.0,132.0,0.047516198704103674,2018
545,Germany,ALBANIA,TIRANA,150.0,107.0,19.0,0.15079365079365079,2018
546,Germany,ALGERIA,ALGIERS,5301.0,4077.0,1200.0,0.2274019329164298,2018
547,Germany,ANGOLA,LUANDA,2113.0,1275.0,837.0,0.3963068181818182,2018
548,Germany,ARGENTINA,BUENOS AIRES,63.0,56.0,2.0,0.034482758620689655,2018
549,Germany,ARMENIA,YEREVAN,15739.0,14366.0,1368.0,0.08694546841235541,2018
550,Germany,AUSTRALIA,SYDNEY,74.0,31.0,23.0,0.42592592592592593,2018
551,Germany,AUSTRIA,VIENNA,23.0,17.0,0.0,0.0,2018
552,Germany,AZERBAIJAN,BAKU,13224.0,11377.0,1846.0,0.13960523330560387,2018
553,Germany,BAHRAIN,MANAMA,8971.0,8759.0,198.0,0.022105615719548957,2018
554,Germany,BANGLADESH,DHAKA,5854.0,4765.0,1072.0,0.18365598766489635,2018
555,Germany,BELARUS,MINSK,35044.0,34694.0,327.0,0.009337254789983153,2018
556,Germany,BELGIUM,BRUSSELS,2.0,0.0,0.0,,2018
557,Germany,BENIN,COTONOU,699.0,503.0,190.0,0.2741702741702742,2018
558,Germany,BOLIVIA,LA PAZ,1938.0,1871.0,60.0,0.031071983428275506,2018
559,Germany,BOSNIA AND HERZEGOVINA,SARAJEVO,300.0,212.0,28.0,0.11666666666666667,2018
560,Germany,BOTSWANA,GABORONE,1655.0,1646.0,8.0,0.0048367593712212815,2018
561,Germany,BRAZIL,PORTO ALEGRE,18.0,17.0,1.0,0.05555555555555555,2018
562,Germany,BRAZIL,RECIFE,16.0,13.0,3.0,0.1875,2018
563,Germany,BRAZIL,RIO DE JANEIRO,56.0,45.0,11.0,0.19642857142857142,2018
564,Germany,BRAZIL,SAO PAULO,150.0,115.0,34.0,0.22818791946308725,2018
565,Germany,BULGARIA,SOFIA,861.0,834.0,14.0,0.01650943396226415,2018
566,Germany,BURKINA FASO,OUAGADOUGOU,1299.0,1087.0,206.0,0.15931941221964424,2018
567,Germany,CAMBODIA,PHNOM PENH,3526.0,3104.0,422.0,0.11968235961429381,2018
568,Germany,CAMEROON,YAONDE,4857.0,3493.0,1355.0,0.279496699669967,2018
569,Germany,CANADA,TORONTO,2429.0,2305.0,91.0,0.037979966611018365,2018
570,Germany,CHILE,SANTIAGO DE CHILE,116.0,114.0,0.0,0.0,2018
571,Germany,CHINA,BEIJING,140216.0,130643.0,9561.0,0.06819348948674789,2018
572,Germany,CHINA,CHENGDU,20506.0,19975.0,525.0,0.025609756097560974,2018
573,Germany,CHINA,GUANGZHOU (CANTON),84037.0,80654.0,3382.0,0.040244657051739734,2018
574,Germany,CHINA,SHANGHAI,172584.0,168020.0,4546.0,0.02634354391942793,2018
575,Germany,CHINA,SHENYANG,20119.0,19352.0,762.0,0.03788406085313712,2018
576,Germany,COLOMBIA,BOGOTA,112.0,92.0,7.0,0.0707070707070707,2018
577,Germany,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,250.0,192.0,18.0,0.08571428571428572,2018
578,Germany,COSTA RICA,SAN JOSE,35.0,29.0,1.0,0.03333333333333333,2018
579,Germany,COTE D'IVOIRE,ABIDJAN ,2474.0,1627.0,846.0,0.34209462191670037,2018
580,Germany,CROATIA,ZAGREB,240.0,230.0,10.0,0.041666666666666664,2018
581,Germany,CUBA,HAVANA,4760.0,3833.0,919.0,0.1933922558922559,2018
582,Germany,CYPRUS,NICOSIA,1746.0,1278.0,132.0,0.09361702127659574,2018
583,Germany,CZECH REPUBLIC,PRAGUE,2.0,1.0,0.0,0.0,2018
584,Germany,DENMARK,COPENHAGEN,3.0,1.0,0.0,0.0,2018
585,Germany,DOMINICAN REPUBLIC,SANTO DOMINGO,3410.0,2584.0,824.0,0.24178403755868544,2018
586,Germany,ECUADOR,QUITO,5252.0,4659.0,590.0,0.11240236235473423,2018
587,Germany,EGYPT,CAIRO,38535.0,32848.0,5372.0,0.14055468341182628,2018
588,Germany,EL SALVADOR,SAN SALVADOR,5.0,5.0,0.0,0.0,2018
589,Germany,ETHIOPIA,ADDIS ABEBA,4265.0,3155.0,1090.0,0.25677267373380447,2018
590,Germany,FINLAND,HELSINKI,3.0,3.0,0.0,0.0,2018
591,Germany,FRANCE,PARIS,2.0,2.0,0.0,0.0,2018
592,Germany,GEORGIA,TBILISSI,324.0,206.0,113.0,0.3542319749216301,2018
593,Germany,GHANA,ACCRA,6406.0,4374.0,2022.0,0.31613508442776733,2018
594,Germany,GREECE,ATHENS,11.0,7.0,0.0,0.0,2018
595,Germany,GUATEMALA,GUATEMALA CITY,98.0,96.0,0.0,0.0,2018
596,Germany,GUINEA,CONAKRY,3087.0,1468.0,1616.0,0.5239948119325551,2018
597,Germany,HONDURAS,TEGUCIGALPA,14.0,14.0,0.0,0.0,2018
598,Germany,HONG KONG S.A.R.,HONG KONG,2209.0,2059.0,18.0,0.008666345690900338,2018
599,Germany,INDIA,BANGALORE,33707.0,31277.0,2375.0,0.07057530013075003,2018
600,Germany,INDIA,CHENNAI,22089.0,20397.0,1683.0,0.07622282608695652,2018
601,Germany,INDIA,KOLKATA,7497.0,7065.0,432.0,0.057623049219687875,2018
602,Germany,INDIA,MUMBAI,57900.0,54082.0,3813.0,0.06586060972450125,2018
603,Germany,INDIA,NEW DELHI,45808.0,40107.0,5536.0,0.1212891352452731,2018
604,Germany,INDONESIA,JAKARTA,27779.0,27382.0,379.0,0.01365224595655776,2018
605,Germany,IRAN,TEHERAN,53647.0,42453.0,10985.0,0.20556532804371422,2018
606,Germany,IRAQ,BAGHDAD,4660.0,3685.0,962.0,0.2070152786744136,2018
607,Germany,IRAQ,ERBIL,25647.0,11532.0,14100.0,0.5500936329588015,2018
608,Germany,IRELAND,DUBLIN,1089.0,1042.0,43.0,0.03963133640552995,2018
609,Germany,ISRAEL,TEL AVIV,1261.0,1251.0,7.0,0.005564387917329093,2018
610,Germany,ITALY,ROME,30.0,29.0,0.0,0.0,2018
611,Germany,JAMAICA,KINGSTON,1344.0,1201.0,140.0,0.10439970171513796,2018
612,Germany,JAPAN,OSAKA,828.0,811.0,15.0,0.018159806295399514,2018
613,Germany,JAPAN,TOKYO,1816.0,1814.0,0.0,0.0,2018
614,Germany,JORDAN,AMMAN,9571.0,8357.0,961.0,0.10313371968233527,2018
615,Germany,KAZAKHSTAN,ALMATY,19205.0,17671.0,1526.0,0.07949158722717091,2018
616,Germany,KAZAKHSTAN,ASTANA,21624.0,20909.0,711.0,0.03288621646623497,2018
617,Germany,KENYA,NAIROBI,6142.0,5136.0,990.0,0.1616062683643487,2018
618,Germany,KOSOVO,PRISTINA,32529.0,40.0,7431.0,0.9946459643956632,2018
619,Germany,KUWAIT,KUWAIT,48508.0,46999.0,1479.0,0.030508684351664674,2018
620,Germany,KYRGYZSTAN,BISHKEK,11064.0,10295.0,767.0,0.0693364671849575,2018
621,Germany,LAOS,VIENTIANE,1861.0,1797.0,64.0,0.03439011284255777,2018
622,Germany,LATVIA,RIGA,3.0,3.0,0.0,0.0,2018
